01:32:59 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:05 AM    9    4.95    0.00    7.92    0.00    0.00    2.97    0.00   84.16      0.00
01:33:05 AM   10    4.04    0.00    6.06    0.00    0.00    2.02    0.00   87.88      0.00
01:33:05 AM   11    8.82    0.00   10.78    0.00    0.00    3.92    0.00   76.47      0.00
01:33:05 AM   12    6.00    0.00   15.00    0.00    0.00    2.00    0.00   77.00      0.99
01:33:05 AM   13    4.95    0.00   14.85    0.00    0.00    2.97    0.00   77.23      1.98
01:33:05 AM   14    8.00    0.00   44.00    0.00    0.00    4.00    0.00   44.00      1.98
01:33:05 AM   15    4.04    0.00    6.06    0.00    0.00    1.01    0.00   88.89      3.96

01:33:05 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:06 AM  all    6.30    0.00   13.80    0.00    0.00    2.56    0.00   77.34   1008.00
01:33:06 AM    0    9.00    0.00    8.00    0.00    0.00    4.00    0.00   79.00   1001.00
01:33:06 AM    1    5.00    0.00    9.00    0.00    0.00    1.00    0.00   85.00      0.00
01:33:06 AM    2    4.95    0.00    7.92    0.00    0.00    1.98    0.00   85.15      0.00
01:33:06 AM    3    5.94    0.00   13.86    0.00    0.00    2.97    0.00   77.23      0.00
01:33:06 AM    4    5.05    0.00   11.11    0.00    0.00    2.02    0.00   81.82      0.00
01:33:06 AM    5    7.92    0.00   36.63    0.00    0.00    5.94    0.00   49.50      0.00
01:33:06 AM    6    5.00    0.00   10.00    0.00    0.00    1.00    0.00   84.00      0.00
01:33:06 AM    7    5.05    0.00   10.10    0.00    0.00    2.02    0.00   82.83      0.00
01:33:06 AM    8    9.09    0.00   11.11    0.00    0.00    3.03    0.00   76.77      0.00
01:33:06 AM    9    4.00    0.00    7.00    0.00    0.00    1.00    0.00   88.00      0.00
01:33:06 AM   10    4.95    0.00    7.92    0.00    0.00    0.99    0.00   86.14      0.00
01:33:06 AM   11    8.08    0.00   27.27    0.00    0.00    3.03    0.00   61.62      0.00
01:33:06 AM   12    6.00    0.00   13.00    0.00    0.00    2.00    0.00   79.00      0.00
01:33:06 AM   13    8.00    0.00   31.00    0.00    0.00    4.00    0.00   57.00      1.00
01:33:06 AM   14    4.00    0.00    9.00    0.00    0.00    2.00    0.00   85.00      2.00
01:33:06 AM   15    5.94    0.00    8.91    0.00    0.00    1.98    0.00   83.17      4.00

01:33:06 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:07 AM  all    6.12    0.00   13.62    0.00    0.00    2.56    0.00   77.70   1029.00
01:33:07 AM    0    8.00    0.00    6.00    0.00    0.00    4.00    0.00   82.00   1001.00
01:33:07 AM    1    5.00    0.00    9.00    0.00    0.00    2.00    0.00   84.00      0.00
01:33:07 AM    2    5.00    0.00    9.00    0.00    0.00    2.00    0.00   84.00      0.00
01:33:07 AM    3    7.00    0.00   27.00    0.00    0.00    3.00    0.00   63.00      0.00
01:33:07 AM    4    8.82    0.00   10.78    0.00    0.00    3.92    0.00   76.47     12.00
01:33:07 AM    5    6.00    0.00    8.00    0.00    0.00    2.00    0.00   84.00      0.00
01:33:07 AM    6    7.92    0.00   11.88    0.00    0.00    1.98    0.00   78.22      0.00
01:33:07 AM    7    6.00    0.00    9.00    0.00    0.00    3.00    0.00   82.00      0.00
01:33:07 AM    8    6.00    0.00   11.00    0.00    0.00    2.00    0.00   81.00      0.00
01:33:07 AM    9    5.05    0.00    7.07    0.00    0.00    1.01    0.00   86.87      0.00
01:33:07 AM   10    3.00    0.00    9.00    0.00    0.00    2.00    0.00   86.00      0.00
01:33:07 AM   11    6.93    0.00   50.50    0.00    0.00    3.96    0.00   38.61      0.00
01:33:07 AM   12    6.00    0.00   20.00    0.00    0.00    4.00    0.00   70.00      1.00
01:33:07 AM   13    6.06    0.00    7.07    0.00    0.00    2.02    0.00   84.85      2.00
01:33:07 AM   14    5.94    0.00   11.88    0.00    0.00    2.97    0.00   79.21      2.00
01:33:07 AM   15    7.00    0.00   10.00    0.00    0.00    2.00    0.00   81.00     11.00

01:33:07 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:08 AM  all    5.50    0.00   13.50    0.00    0.00    2.50    0.00   78.50   1014.00
01:33:08 AM    0    8.00    0.00   12.00    0.00    0.00    6.00    0.00   74.00   1001.00
01:33:08 AM    1    5.00    0.00    8.00    0.00    0.00    3.00    0.00   84.00      0.00
01:33:08 AM    2    3.96    0.00    6.93    0.00    0.00    1.98    0.00   87.13      0.00
01:33:08 AM    3    3.00    0.00    8.00    0.00    0.00    1.00    0.00   88.00      0.00
01:33:08 AM    4    7.07    0.00   26.26    0.00    0.00    2.02    0.00   64.65      3.00
01:33:08 AM    5    5.00    0.00    9.00    0.00    0.00    2.00    0.00   84.00      0.00
01:33:08 AM    6    5.05    0.00    8.08    0.00    0.00    2.02    0.00   84.85      0.00
01:33:08 AM    7    4.95    0.00    9.90    0.00    0.00    1.98    0.00   83.17      0.00
01:33:08 AM    8    7.92    0.00   13.86    0.00    0.00    2.97    0.00   75.25      0.00
01:33:08 AM    9    4.95    0.00   21.78    0.00    0.00    3.96    0.00   69.31      0.00
01:33:08 AM   10    6.00    0.00    6.00    0.00    0.00    2.00    0.00   86.00      0.00
01:33:08 AM   11    3.03    0.00    6.06    0.00    0.00    1.01    0.00   89.90      0.00
01:33:08 AM   12    7.92    0.00   46.53    0.00    0.00    6.93    0.00   38.61      0.00
01:33:08 AM   13    4.95    0.00    9.90    0.00    0.00    1.98    0.00   83.17      1.00
01:33:08 AM   14    6.06    0.00   11.11    0.00    0.00    1.01    0.00   81.82      2.00
01:33:08 AM   15    5.00    0.00   12.00    0.00    0.00    2.00    0.00   81.00      7.00

01:33:08 AM  CPU   %user   %nice    %sys %iowait    %irq   %soft  %steal   %idle    intr/s
01:33:09 AM  all    5.43    0.00   13.17    0.00    0.00    2.62    0.00   78.78   1023.23
01:33:09 AM    0    5.05    0.00    4.04    0.00    0.00    1.01    0.00   89.90   1011.11
01:33:09 AM    1    6.00    0.00   32.00    0.00    0.00    4.00    0.00   58.00      0.00
01:33:09 AM    2    4.08    0.00   23.47    0.00    0.00    2.04    0.00   70.41      0.00
01:33:09 AM    3    4.00    0.00    6.00    0.00    0.00    1.00    0.00   89.00      0.00
01:33:09 AM    4    6.00    0.00   10.00    0.00    0.00    3.00    0.00   81.00      1.01
01:33:09 AM    5    3.96    0.00   10.89    0.00    0.00    2.97    0.00   82.18      0.00
01:33:09 AM    6    5.00    0.00    8.00    0.00    0.00    3.00    0.00   84.00      0.00
01:33:09 AM    7    6.93    0.00   11.88    0.00    0.00    2.97    0.00   78.22      0.00
01:33:09 AM    8    5.00    0.00   10.00    0.00    0.00    2.00    0.00   83.00      0.00
01:33:09 AM    9    8.00    0.00   30.00    0.00    0.00    4.00    0.00   58.00      0.00
01:33:09 AM   10    4.04    0.00   19.19    0.00    0.00    2.02    0.00   74.75      0.00
01:33:09 AM   11    3.00    0.00    6.00    0.00    0.00    1.00    0.00   90.00      0.00
01:33:09 AM   12    6.12    0.00   10.20    0.00    0.00    1.02    0.00   82.65      1.01
